CustomerID,Total_Transaction_Value
14646.0,279489.0199999999
18102.0,256438.49000000005
17450.0,187482.17000000013
14911.0,132572.6199999998
12415.0,123725.44999999987
14156.0,113384.13999999985
17511.0,88125.37999999996
16684.0,65892.07999999999
13694.0,62653.10000000003
15311.0,59419.34000000011
13089.0,57385.880000000114
14096.0,57120.90999999968
15061.0,54228.74000000002
17949.0,52750.84000000001
15769.0,51823.72
16029.0,50992.60999999997
14298.0,50862.43999999997
14088.0,50415.49
17841.0,40340.78000000009
13798.0,36351.41999999996
16422.0,33805.69000000004
12931.0,33462.810000000005
16013.0,33366.25
15838.0,33350.76
17389.0,31300.080000000016
17404.0,30300.819999999992
12748.0,29072.100000000413
13098.0,28658.880000000012
13081.0,27964.480000000047
13408.0,27487.409999999985
14680.0,26932.339999999997
17857.0,26763.339999999997
16333.0,26626.8
13777.0,25748.349999999984
15749.0,21535.9
16210.0,21086.299999999996
12753.0,21024.010000000002
17381.0,20272.42999999999
17675.0,20098.09999999997
15039.0,19786.43999999997
12731.0,18793.410000000007
12471.0,18740.91999999994
15159.0,18573.68000000001
12678.0,17588.260000000002
17428.0,17078.450000000004
13881.0,16989.519999999993
13767.0,16945.71000000001
12921.0,16389.740000000016
12901.0,16293.099999999997
17677.0,16219.22
15856.0,16173.670000000002
15189.0,15802.140000000009
14051.0,15477.33999999999
16839.0,15357.779999999988
14031.0,14634.639999999992
15513.0,14520.079999999996
16133.0,14305.66
14866.0,14197.450000000008
16705.0,13946.129999999988
12681.0,13677.59
12621.0,13612.069999999998
12433.0,13375.869999999992
12540.0,13309.039999999992
12477.0,13117.009999999993
17735.0,13110.019999999991
14258.0,12650.079999999996
15640.0,12433.339999999982
13078.0,12432.279999999997
15498.0,12396.459999999994
16000.0,12393.7
12682.0,12288.219999999998
12557.0,11990.96
16525.0,11895.570000000007
17340.0,11891.179999999997
14606.0,11713.850000000064
12939.0,11581.8
14607.0,11341.100000000002
14194.0,11216.74999999999
15125.0,11117.050000000001
12409.0,11056.930000000004
14895.0,11020.260000000007
12971.0,10930.259999999998
13340.0,10736.47999999999
17581.0,10736.109999999991
13319.0,10664.33999999999
14769.0,10641.600000000006
17139.0,10585.569999999985
13113.0,10510.000000000007
14062.0,10464.85
16779.0,10454.04999999999
17107.0,10380.429999999995
15615.0,10360.03999999999
15251.0,10327.109999999999
16180.0,10217.480000000001
16843.0,10183.820000000007
17865.0,10158.539999999994
17706.0,10097.369999999995
12590.0,9861.380000000003
13199.0,9803.960000000003
13001.0,9797.920000000013
15078.0,9623.350000000022
13458.0,9537.919999999998
14733.0,9451.539999999997
16523.0,9295.670000000007
12709.0,9294.099999999993
14667.0,9231.200000000004
14367.0,9167.820000000007
12744.0,9120.39
12567.0,9114.939999999993
18092.0,9065.760000000002
13969.0,8986.69
12451.0,8933.519999999999
13488.0,8910.609999999999
16033.0,8727.609999999988
13090.0,8689.390000000003
17243.0,8628.55
17306.0,8600.730000000005
17017.0,8574.110000000002
16656.0,8568.24
18139.0,8393.219999999996
16558.0,8257.04000000001
15358.0,8234.799999999992
12683.0,8221.09
14056.0,8124.399999999982
14936.0,8117.42
16672.0,8093.589999999999
13854.0,8025.0199999999995
18109.0,7925.319999999997
14952.0,7912.79
14849.0,7904.279999999997
12428.0,7877.200000000004
14796.0,7839.5099999999775
12435.0,7829.889999999998
15290.0,7803.77
13629.0,7792.36
13093.0,7741.47
14527.0,7711.379999999953
17811.0,7677.709999999991
15044.0,7629.3799999999965
15194.0,7521.169999999997
18172.0,7490.170000000001
13263.0,7454.069999999956
17396.0,7330.800000000001
18229.0,7276.900000000001
13018.0,7272.749999999996
12583.0,7187.339999999993
16745.0,7170.700000000005
12474.0,7116.47
12980.0,7092.06
16729.0,7076.279999999985
13324.0,7072.799999999994
16873.0,7066.309999999998
13985.0,7024.530000000005
14961.0,7006.580000000002
12766.0,6989.629999999999
12798.0,6977.039999999999
15465.0,6945.02
13027.0,6912.0
12989.0,6854.509999999997
16187.0,6841.239999999998
16713.0,6840.230000000009
17416.0,6838.340000000002
12705.0,6814.240000000004
15023.0,6763.15999999999
18055.0,6752.14
16532.0,6748.8
12830.0,6748.4000000000015
15601.0,6745.359999999997
13576.0,6703.3
16746.0,6694.310000000009
16353.0,6675.709999999997
16923.0,6666.829999999986
15249.0,6657.360000000006
16652.0,6654.26
16182.0,6617.650000000001
17338.0,6612.179999999995
15482.0,6568.719999999998
12476.0,6546.580000000007
15144.0,6530.040000000007
16814.0,6500.600000000003
15694.0,6423.5999999999985
12431.0,6416.389999999999
13871.0,6389.800000000004
12626.0,6388.3499999999985
13102.0,6336.290000000001
18223.0,6315.230000000003
16126.0,6287.770000000002
13709.0,6249.110000000003
12359.0,6245.530000000006
12472.0,6229.480000000004
13668.0,6216.069999999984
12357.0,6207.669999999996
17315.0,6204.459999999995
15005.0,6180.489999999992
14057.0,6147.4000000000015
14060.0,6135.379999999998
15939.0,6102.259999999999
17509.0,6100.740000000002
13225.0,6083.040000000002
14101.0,5976.79
12637.0,5953.25
15382.0,5927.859999999999
13097.0,5893.319999999993
13418.0,5845.439999999999
14944.0,5842.950000000003
13209.0,5820.16
14505.0,5818.699999999986
13316.0,5815.490000000002
14415.0,5811.559999999999
14735.0,5807.69
15218.0,5756.890000000001
17686.0,5739.460000000007
13178.0,5725.470000000003
12720.0,5713.2800000000025
13050.0,5684.610000000003
14110.0,5669.65
16553.0,5664.569999999999
13468.0,5656.750000000002
14049.0,5639.149999999996
13004.0,5613.429999999999
13534.0,5613.080000000015
18118.0,5595.76999999997
17049.0,5594.780000000006
12481.0,5590.8600000000015
17757.0,5585.4899999999925
12839.0,5583.620000000003
16767.0,5580.599999999999
15502.0,5541.459999999999
17716.0,5505.790000000001
16985.0,5461.620000000001
15805.0,5452.169999999996
16609.0,5450.960000000006
16265.0,5423.150000000002
12490.0,5417.9299999999985
17719.0,5367.800000000004
18225.0,5361.02
16161.0,5352.969999999997
13269.0,5315.919999999999
16303.0,5305.829999999999
15150.0,5303.969999999995
17730.0,5288.829999999997
17850.0,5288.630000000009
16258.0,5203.51
18226.0,5192.100000000004
15727.0,5178.960000000001
17858.0,5155.659999999998
12362.0,5154.580000000002
16701.0,5150.270000000002
13756.0,5145.119999999995
15903.0,5126.34
17061.0,5116.129999999999
14688.0,5107.379999999999
18198.0,5083.060000000003
15046.0,5064.01
12432.0,5059.3200000000015
13139.0,5055.790000000004
17602.0,5050.769999999997
15719.0,5043.959999999997
16700.0,5040.000000000003
13599.0,5030.5999999999985
15301.0,5028.119999999999
17426.0,5022.259999999998
12444.0,5005.46
14755.0,4965.379999999999
15547.0,4954.839999999991
14329.0,4928.740000000004
16191.0,4913.32
13941.0,4912.41
14709.0,4911.140000000007
12437.0,4896.659999999998
17133.0,4892.240000000001
12688.0,4873.810000000005
12700.0,4867.990000000006
12664.0,4863.879999999999
15786.0,4834.200000000004
14292.0,4819.329999999998
17365.0,4801.559999999999
15738.0,4788.769999999996
13013.0,4786.990000000001
15555.0,4758.199999999989
17690.0,4748.450000000001
17652.0,4737.1299999999965
12955.0,4734.259999999999
16722.0,4711.21
14562.0,4709.22
12714.0,4708.859999999994
14135.0,4690.31
15152.0,4684.240000000001
14159.0,4678.299999999991
15187.0,4670.080000000001
14191.0,4660.010000000002
14180.0,4640.769999999999
17809.0,4627.619999999998
14189.0,4604.3099999999995
16931.0,4604.2199999999875
15291.0,4596.510000000002
14286.0,4595.809999999998
14390.0,4592.470000000003
14004.0,4582.639999999999
17068.0,4531.340000000004
17613.0,4509.37
12484.0,4495.27
12524.0,4485.719999999999
12627.0,4478.53
15032.0,4464.0999999999985
17364.0,4455.729999999996
14085.0,4435.789999999997
15093.0,4410.139999999998
13267.0,4404.440000000001
17975.0,4393.6100000000015
16984.0,4392.419999999996
15955.0,4389.810000000001
16626.0,4379.6500000000015
12752.0,4366.779999999999
16945.0,4345.500000000007
15874.0,4330.670000000001
14016.0,4328.46
18251.0,4314.719999999999
12347.0,4309.999999999997
17937.0,4301.22
13505.0,4282.879999999999
15034.0,4277.659999999998
14422.0,4263.64
12712.0,4241.629999999999
14800.0,4236.339999999998
12757.0,4227.7000000000035
14525.0,4221.369999999997
12500.0,4206.2699999999995
17920.0,4204.0999999999885
17419.0,4200.969999999999
15971.0,4199.85
12747.0,4196.010000000001
18041.0,4161.139999999996
16549.0,4154.639999999994
13555.0,4149.2800000000025
12949.0,4143.020000000001
13384.0,4122.28
15570.0,4109.97
12536.0,4106.820000000003
13988.0,4098.800000000001
14534.0,4075.349999999999
16592.0,4073.2799999999993
12449.0,4067.2900000000013
12569.0,4064.989999999999
14092.0,4063.100000000003
16401.0,4061.239999999999
